,avg_weeks,target,std_weeks,distance,prcp_from,wspd_from,prcp_to,wspd_to,tavg_from,tavg_to,year,month,day,weekday,week,number_of_days
141,9.7,12.1022098682,6.25846794772,1154.4354791567973,0.0,16.2,80.8,20.5,15.3,18.2,2011,9,6,1,36,15223
142,8.88235294118,11.442679767,6.85458197979,322.308613012642,27.9,17.6,80.8,20.5,18.2,18.2,2011,9,6,1,36,15223
143,12.04,11.238093946,7.43011888644,2761.758288527489,0.0,16.2,0.0,8.6,15.3,19.2,2011,9,6,1,36,15223
3935,10.7826086957,11.5562180675,7.85641904166,1521.1963320926723,27.9,17.6,1.5,16.1,18.2,18.4,2011,9,6,1,36,15223
3934,12.6071428571,12.7414277612,8.28805157693,543.1729331167514,0.0,9.4,0.0,16.9,22.3,14.4,2011,9,6,1,36,15223
3933,13.037037037,11.8668931435,8.00231448001,4341.235523813961,27.9,17.6,0.0,16.9,18.2,14.4,2011,9,6,1,36,15223
671,10.0476190476,10.9355299806,6.28868977193,1645.71739858322,0.0,8.6,2.0,15.1,19.2,19.4,2011,9,6,1,36,15223
670,13.7037037037,11.1878712457,8.69046699115,1385.4629645185505,0.0,9.4,2.0,15.1,22.3,19.4,2011,9,6,1,36,15223
669,11.6956521739,10.8208100996,7.66001888562,1009.7230229928946,0.0,6.8,2.0,15.1,29.2,19.4,2011,9,6,1,36,15223
138,9.94736842105,10.3196372412,7.39724937025,1694.934467213398,0.0,6.8,0.0,9.4,29.2,23.4,2011,9,6,1,36,15223
2277,12.1304347826,11.2290625687,8.09210809609,1425.6593718549848,0.0,17.3,0.0,8.6,16.3,14.0,2011,9,7,2,36,15224
2276,10.7142857143,10.6123824213,7.26046043404,2313.1821871777165,0.0,17.3,0.0,8.6,16.3,36.0,2011,9,7,2,36,15224
1229,10.0,11.8539866854,7.39594483484,1174.5829287181548,0.0,7.2,0.0,13.0,17.3,24.7,2011,9,7,2,36,15224
4678,12.2083333333,10.967051448,8.12392690796,4118.396447609655,27.7,17.6,0.0,17.6,19.2,16.2,2011,9,7,2,36,15224
7082,11.75,11.3559210657,7.51375550169,1093.0584882782769,0.0,17.6,0.0,12.2,16.2,20.6,2011,9,7,2,36,15224
1230,10.35,11.0436001858,6.81542368456,2231.3448134878636,27.7,17.6,0.0,13.0,19.2,24.7,2011,9,7,2,36,15224
7241,7.78571428571,11.4264624844,6.19153977902,450.14670855770964,15.7,9.4,11.9,13.7,16.5,23.9,2011,9,7,2,36,15224
1231,5.71428571429,10.2444264143,4.30435506522,957.776642713542,0.0,7.2,76.0,20.3,17.3,15.5,2011,9,7,2,36,15224
7242,4.09090909091,13.3591428401,3.17661912903,296.6953343179436,15.7,9.4,27.7,17.6,16.5,19.2,2011,9,7,2,36,15224
7243,9.72222222222,11.2335837243,6.81525585861,874.9324434757018,0.0,4.3,27.7,17.6,19.0,19.2,2011,9,7,2,36,15224
7083,11.0,11.1314948899,6.78232998313,4341.235523813961,0.0,17.6,15.7,9.4,16.2,16.5,2011,9,7,2,36,15224
8033,8.27777777778,10.5482875994,6.64924193428,957.776642713542,76.0,20.3,0.0,7.2,15.5,17.3,2011,9,7,2,36,15224
5935,9.8,12.2493060638,6.42036234426,1290.7817443101533,0.0,13.0,0.0,17.3,24.7,16.3,2011,9,7,2,36,15224
5936,10.9047619048,12.2202683458,7.24503113799,1391.0394932855,15.7,9.4,0.0,17.3,16.5,16.3,2011,9,7,2,36,15224
2281,10.0588235294,10.4615288981,8.18894520249,1491.0953131260428,0.0,17.3,0.0,7.9,16.3,24.4,2011,9,7,2,36,15224
2280,8.44444444444,10.7751815054,6.61746550223,1092.4099523149664,0.0,5.0,0.0,8.6,18.9,14.0,2011,9,7,2,36,15224
2279,9.0,11.1645878502,6.80073525437,1031.6020226928815,0.0,13.0,0.0,8.6,24.7,14.0,2011,9,7,2,36,15224
2278,12.7692307692,11.0733610688,8.07617578961,1385.4629645185505,0.0,9.7,0.0,8.6,22.6,14.0,2011,9,7,2,36,15224
5937,9.47368421053,11.4305300449,7.7270694535,376.72429941923696,76.0,20.3,0.0,17.3,15.5,16.3,2011,9,7,2,36,15224
8863,12.6071428571,10.8264359734,8.28805157693,1757.111034421543,20.8,18.0,0.0,3.6,19.4,27.6,2011,9,7,2,36,15224
3873,7.0,13.3211999276,6.17599037749,296.6953343179436,38.4,7.2,19.3,15.1,16.3,22.3,2011,9,8,3,36,15225
5344,12.6296296296,11.5178427268,8.66978904964,4341.235523813961,0.0,24.5,38.4,7.2,14.0,16.3,2011,9,8,3,36,15225
5342,11.75,11.4059905361,7.51375550169,1425.6593718549848,0.0,21.6,0.0,10.1,18.3,16.1,2011,9,8,3,36,15225
5343,12.7692307692,12.1744832481,8.07122143078,1391.0394932855,0.0,21.6,38.4,7.2,18.3,16.3,2011,9,8,3,36,15225
3027,9.42857142857,11.552415873,6.96829554892,804.7565558911061,19.3,15.1,0.0,17.9,22.3,17.9,2011,9,8,3,36,15225
7168,6.06666666667,10.6123824213,4.36653943835,364.26621140416734,0.0,7.7,0.0,1.4,18.7,20.3,2011,9,8,3,36,15225
3870,11.1904761905,11.552415873,7.87793784958,322.308613012642,38.4,7.2,19.3,15.1,16.3,22.3,2011,9,8,3,36,15225
3871,8.17647058824,11.8279026832,5.31783901267,450.14670855770964,38.4,7.2,92.7,12.6,16.3,22.3,2011,9,8,3,36,15225
3872,8.68421052632,11.552415873,6.70035348635,1071.232955569221,0.0,7.7,92.7,12.6,18.7,22.3,2011,9,8,3,36,15225
5345,12.68,10.9826146183,8.28009661779,4193.040474037383,0.0,11.2,38.4,7.2,22.2,16.3,2011,9,8,3,36,15225
8458,12.5714285714,10.6498079399,8.23015490349,3609.302980543453,0.0,9.4,9.7,15.5,32.0,21.8,2011,9,8,3,36,15225
3874,10.6363636364,12.4337127796,8.07433001523,1224.5071161271671,0.0,7.7,19.3,15.1,18.7,22.3,2011,9,8,3,36,15225
905,10.55,11.1074922966,7.78983818493,2352.0330372197063,0.0,12.2,0.0,24.5,25.3,14.0,2011,9,8,3,36,15225
904,11.7826086957,11.0234924357,8.02811266023,1553.2513524704468,0.0,10.1,0.0,24.5,16.1,14.0,2011,9,8,3,36,15225
903,9.88888888889,11.1785927402,7.7223045089,1031.6020226928815,0.0,10.1,0.0,12.2,16.1,25.3,2011,9,8,3,36,15225
8770,11.4090909091,10.0589846071,7.60738420039,1511.2132640938614,19.3,15.1,0.0,7.7,22.3,26.7,2011,9,8,3,36,15225
8771,12.28,9.76583730479,7.75951029383,1521.7251135396325,9.7,15.5,0.0,7.7,21.8,26.7,2011,9,8,3,36,15225
3877,9.36842105263,11.8080974448,6.31761669475,976.059253098802,0.0,7.7,0.0,21.6,18.7,18.3,2011,9,8,3,36,15225
3876,11.36,12.3462760286,7.76144316477,1391.0394932855,38.4,7.2,0.0,21.6,16.3,18.3,2011,9,8,3,36,15225
3875,10.8095238095,10.522019901,7.42710608258,1768.376935293595,0.3,6.8,19.3,15.1,29.0,22.3,2011,9,8,3,36,15225
8058,10.9583333333,12.7333629886,7.66969851835,1224.5071161271671,0.0,11.9,0.0,6.3,24.8,19.5,2011,9,9,4,36,15226
203,10.8181818182,12.4218111709,8.00973433741,1290.7817443101533,0.5,13.3,0.0,10.4,19.1,25.2,2011,9,9,4,36,15226
204,12.32,10.289915883,7.94103267844,1694.934467213398,0.0,11.2,0.0,10.4,31.4,25.2,2011,9,9,4,36,15226
205,7.9375,11.3516872938,5.4585559751,1031.6020226928815,0.0,13.0,0.0,10.4,17.2,25.2,2011,9,9,4,36,15226
206,9.05263157895,10.9722536152,5.72007851743,2352.0330372197063,0.0,13.3,0.0,10.4,15.3,25.2,2011,9,9,4,36,15226
5794,12.7307692308,12.5035702256,8.04267464123,2802.168082731425,0.0,10.1,0.5,13.3,18.9,19.1,2011,9,9,4,36,15226
510,13.0344827586,10.7519416314,8.45780602512,3609.302980543453,0.0,11.2,0.0,14.4,31.4,23.4,2011,9,9,4,36,15226
5793,9.44444444444,11.1171304357,6.95550752766,968.4139471761521,0.0,18.0,0.0,13.0,33.5,17.2,2011,9,9,4,36,15226
5792,13.0769230769,11.6596491667,8.08417257076,1385.4629645185505,0.0,10.1,0.0,13.0,18.9,17.2,2011,9,9,4,36,15226
8410,9.31578947368,10.9774413119,6.12873588179,804.7565558911061,16.9,8.2,0.0,11.9,19.9,24.8,2011,9,9,4,36,15226
5795,8.1875,11.3044701957,5.8220128249,376.72429941923696,16.9,8.2,0.5,13.3,19.9,19.1,2011,9,9,4,36,15226
8804,12.8076923077,10.1899138475,8.03003975467,1521.7251135396325,0.0,14.4,30.5,6.8,23.4,25.6,2011,9,9,4,36,15226
4676,5.66666666667,12.6717392407,5.63000618978,296.6953343179436,0.0,11.9,0.3,6.3,24.8,20.1,2011,9,9,4,36,15226
4675,11.5454545455,10.9355299806,7.93261665066,322.308613012642,0.0,11.9,0.3,6.3,24.8,20.1,2011,9,9,4,36,15226
4617,10.3157894737,11.1645878502,7.68152640777,3125.8186221876726,0.0,6.3,0.0,10.1,19.5,18.9,2011,9,9,4,36,15226
4618,11.7692307692,11.3769469452,7.96646818764,1983.2728516097663,0.0,10.4,0.0,10.1,25.2,18.9,2011,9,9,4,36,15226
4619,10.7272727273,11.4386386479,8.32198361302,1071.232955569221,0.0,6.3,0.0,9.4,19.5,24.3,2011,9,9,4,36,15226
752,11.5,10.854313559,7.07106781187,2352.0330372197063,0.0,10.4,0.0,13.3,25.2,15.3,2011,9,9,4,36,15226
751,11.8260869565,11.4905022784,7.69682445684,1093.0584882782769,0.0,7.9,0.0,13.3,21.6,15.3,2011,9,9,4,36,15226
750,12.68,11.2290625687,8.15843122175,4118.396447609655,0.0,11.9,0.0,13.3,24.8,15.3,2011,9,9,4,36,15226
749,12.0,10.6186723961,7.94546630366,3434.6793173256915,0.0,6.3,0.0,13.3,19.5,15.3,2011,9,9,4,36,15226
748,11.7272727273,11.053573342,8.154355063,1553.2513524704468,0.0,13.0,0.0,13.3,17.2,15.3,2011,9,9,4,36,15226
4620,13.08,10.8708422559,8.76032723894,959.3908039408326,0.0,6.3,27.7,5.4,19.5,28.1,2011,9,9,4,36,15226
5289,11.8260869565,10.6985682534,7.92953153444,1694.934467213398,0.0,10.4,0.0,11.2,25.2,31.4,2011,9,9,4,36,15226
4677,8.70588235294,11.442679767,6.78016137236,450.14670855770964,0.0,9.4,0.3,6.3,24.3,20.1,2011,9,9,4,36,15226
3126,13.0384615385,10.1580331437,8.43080432334,1385.4629645185505,0.0,12.2,0.0,12.2,16.9,19.2,2011,9,10,5,36,15227
7509,13.6785714286,10.7635977679,8.48987881704,1757.111034421543,0.0,11.2,0.0,5.0,22.9,28.7,2011,9,10,5,36,15227
3131,9.95454545455,10.7224785265,7.14127688147,1224.5071161271671,0.0,10.4,0.0,3.2,24.3,19.9,2011,9,10,5,36,15227
7508,12.44,10.522019901,7.96910701815,3609.302980543453,0.0,11.2,0.8,9.7,22.9,27.2,2011,9,10,5,36,15227
3130,8.3125,9.30703578288,6.31103530862,1198.955251895228,0.0,10.4,0.0,3.2,24.3,19.9,2011,9,10,5,36,15227
3129,10.3,9.54493437602,7.23369309478,1925.9405745518982,0.0,12.2,0.0,3.2,16.9,19.9,2011,9,10,5,36,15227
3123,11.2272727273,9.66390069058,7.33505489434,536.5409602455643,0.0,5.0,0.0,5.4,19.6,24.2,2011,9,10,5,36,15227
3127,10.6,9.9272845564,7.4720531949,976.059253098802,0.0,5.0,0.0,3.2,19.6,19.9,2011,9,10,5,36,15227
5266,13.5357142857,10.4060608467,8.28868994187,2352.0330372197063,0.0,9.0,0.0,11.5,25.9,17.5,2011,9,10,5,36,15227
