Date,Open,High,Low,Close,Adj Close,Volume
2011-11-09,5.070000,5.140000,5.010000,5.050000,4.760844,4424000
2011-11-10,5.100000,5.130000,4.750000,4.850000,4.572296,7302900
2011-11-11,4.910000,5.100000,4.870000,5.010000,4.723135,5658900
2011-11-14,5.030000,5.200000,4.940000,4.980000,4.694854,4837900
2011-11-15,4.950000,4.990000,4.700000,4.780000,4.506303,6474000
2011-11-16,4.750000,4.750000,4.500000,4.500000,4.242337,6801000
2011-11-17,4.530000,4.590000,4.370000,4.400000,4.148063,7087200
2011-11-18,4.410000,4.470000,4.320000,4.420000,4.166918,4247700
2011-11-21,4.330000,4.370000,4.020000,4.250000,4.006652,5720800
2011-11-22,4.250000,4.280000,4.010000,4.050000,3.818104,6135100
2011-11-23,4.020000,4.060000,3.960000,4.000000,3.770966,4176800
2011-11-25,3.990000,4.190000,3.980000,4.020000,3.789821,3683800
2011-11-28,4.210000,4.400000,4.160000,4.270000,4.025506,4311400
2011-11-29,4.360000,4.880000,4.330000,4.460000,4.204626,13151600
2011-11-30,4.640000,4.720000,4.320000,4.720000,4.449739,9312400
2011-12-01,4.900000,5.250000,4.820000,4.940000,4.657142,11537400
2011-12-02,5.000000,5.100000,4.830000,4.840000,4.562869,6178600
2011-12-05,5.010000,5.210000,4.970000,5.120000,4.826837,7086700
2011-12-06,5.090000,5.280000,5.010000,5.250000,4.949392,7783400
2011-12-07,5.250000,5.660000,5.190000,5.590000,5.269925,10016700
2011-12-08,5.490000,5.500000,5.270000,5.340000,5.034239,6581700
2011-12-09,5.370000,5.680000,5.370000,5.620000,5.298208,6149000
2011-12-12,5.460000,5.810000,5.430000,5.630000,5.307634,6370200
2011-12-13,5.660000,5.700000,5.140000,5.190000,4.892828,8482100
2011-12-14,5.310000,5.640000,5.250000,5.590000,5.269925,8737700
2011-12-15,5.640000,5.770000,5.590000,5.710000,5.383054,4680400
2011-12-16,5.770000,6.210000,5.740000,6.180000,5.826142,16331800
2011-12-19,6.180000,6.230000,5.760000,5.830000,5.496182,5729600
2011-12-20,5.980000,6.000000,5.890000,5.940000,5.599884,7030900
2011-12-21,5.880000,6.090000,5.710000,5.770000,5.439618,8144900
2011-12-22,5.830000,5.860000,5.620000,5.700000,5.373625,5300600
2011-12-23,5.700000,5.720000,5.420000,5.620000,5.298208,4990700
2011-12-27,5.560000,5.690000,5.380000,5.400000,5.090804,3968800
2011-12-28,5.470000,5.470000,5.110000,5.190000,4.892828,6446000
2011-12-29,5.220000,5.280000,5.170000,5.230000,4.930538,3537100
2011-12-30,5.190000,5.230000,5.050000,5.070000,4.779701,5496300
2012-01-03,5.200000,5.220000,5.070000,5.120000,4.826837,6105900
2012-01-04,5.090000,5.180000,4.970000,5.030000,4.741989,5268700
2012-01-05,5.150000,5.480000,5.070000,5.470000,5.156796,8216100
2012-01-06,5.440000,5.670000,5.400000,5.600000,5.279352,8323000
2012-01-09,5.560000,5.800000,5.550000,5.720000,5.392480,8029900
2012-01-10,5.810000,5.810000,5.610000,5.720000,5.392480,6086500
2012-01-11,5.690000,5.940000,5.670000,5.910000,5.571602,6434400
2012-01-12,5.900000,6.100000,5.730000,6.050000,5.703587,16413400
2012-01-13,5.960000,6.200000,5.910000,5.970000,5.628166,6242000
2012-01-17,6.010000,6.020000,5.850000,5.880000,5.543320,3941400
2012-01-18,5.860000,6.220000,5.810000,6.040000,5.694159,4910900
2012-01-19,6.060000,6.300000,6.030000,6.260000,5.901562,4455600
2012-01-20,6.240000,6.570000,6.200000,6.370000,6.005262,9818500
2012-01-23,6.430000,6.490000,6.200000,6.260000,5.901562,4500300
2012-01-24,6.210000,6.530000,6.110000,6.410000,6.042973,5945700
2012-01-25,7.000000,7.940000,6.890000,7.520000,7.089416,31771200
2012-01-26,7.780000,8.270000,7.650000,7.850000,7.400521,17160200
2012-01-27,7.800000,8.270000,7.760000,8.180000,7.711626,10372800
2012-01-30,8.520000,8.790000,8.310000,8.520000,8.032158,12675100
2012-01-31,8.460000,8.500000,8.100000,8.440000,7.956737,8566500
2012-02-01,8.470000,8.950000,8.350000,8.900000,8.390400,10240100
2012-02-02,8.970000,9.250000,8.840000,9.120000,8.597801,9256500
2012-02-03,9.350000,9.910000,9.320000,9.640000,9.088029,14608000
2012-02-06,9.610000,9.620000,9.050000,9.150000,8.626082,8942800
2012-02-07,9.160000,9.370000,8.940000,9.240000,8.710930,5481200
2012-02-08,9.240000,9.260000,8.780000,9.100000,8.578947,6540500
2012-02-09,9.150000,9.150000,8.600000,8.960000,8.446962,11884400
2012-02-10,8.840000,9.080000,8.750000,8.850000,8.343264,8493600
2012-02-13,8.980000,9.230000,8.980000,9.180000,8.654367,7812300
2012-02-14,9.080000,9.250000,8.890000,9.000000,8.484674,7077500
2012-02-15,9.050000,9.190000,8.850000,8.890000,8.380975,5205200
2012-02-16,8.850000,9.160000,8.680000,9.100000,8.578947,6667600
2012-02-17,9.120000,9.220000,8.850000,8.900000,8.390400,4650500
2012-02-21,8.870000,8.890000,7.770000,7.890000,7.438230,15334800
2012-02-22,7.900000,8.080000,7.690000,7.700000,7.259110,5383700
2012-02-23,7.730000,7.770000,7.220000,7.260000,6.844304,12913600
2012-02-24,7.220000,7.400000,6.970000,6.990000,6.589762,8365000
2012-02-27,7.070000,7.140000,6.900000,7.000000,6.599190,8458200
2012-02-28,7.030000,7.460000,7.000000,7.410000,6.985715,12759000
2012-02-29,7.310000,7.620000,7.270000,7.410000,6.985715,10447500
2012-03-01,7.450000,7.600000,7.280000,7.410000,6.985715,7718600
2012-03-02,7.450000,7.830000,7.390000,7.630000,7.193117,7752700
2012-03-05,7.390000,7.390000,6.960000,6.990000,6.589762,15562100
2012-03-06,6.920000,7.250000,6.850000,6.880000,6.486062,7993300
2012-03-07,6.960000,7.080000,6.850000,6.910000,6.514343,5773500
2012-03-08,6.880000,7.060000,6.830000,6.960000,6.561481,5180700
2012-03-09,6.950000,7.040000,6.890000,7.030000,6.627473,4508100
2012-03-12,7.000000,7.120000,6.870000,6.890000,6.495488,5282400
2012-03-13,7.000000,7.100000,6.850000,6.960000,6.561481,5909600
2012-03-14,6.950000,7.100000,6.780000,7.090000,6.684037,6384900
2012-03-15,7.070000,7.740000,7.060000,7.580000,7.145979,13550500
2012-03-16,7.640000,7.670000,7.100000,7.150000,6.740601,6904300
2012-03-19,7.110000,7.290000,7.050000,7.190000,6.778312,4288800
2012-03-20,7.220000,7.770000,7.190000,7.680000,7.240254,9516200
2012-03-21,7.660000,7.800000,7.500000,7.630000,7.193117,6737500
2012-03-22,7.580000,7.790000,7.280000,7.330000,6.910294,6687200
2012-03-23,7.400000,7.580000,7.230000,7.550000,7.117699,4937700
2012-03-26,7.630000,7.750000,7.420000,7.730000,7.287392,6153700
2012-03-27,7.730000,7.830000,7.530000,7.560000,7.127126,4731600
2012-03-28,7.620000,7.970000,7.620000,7.790000,7.343956,8890700
2012-03-29,7.720000,7.950000,7.500000,7.890000,7.438230,6150300
2012-03-30,7.910000,7.910000,7.560000,7.590000,7.155408,6739200
2012-04-02,7.590000,7.710000,7.410000,7.470000,7.042278,7355100
2012-04-03,7.490000,7.780000,7.480000,7.740000,7.296817,6951000
2012-04-04,7.880000,7.970000,7.810000,7.860000,7.409947,8786400
2012-04-05,7.840000,8.040000,7.740000,7.780000,7.334529,4947900
2012-04-09,7.750000,7.840000,7.630000,7.750000,7.306246,4174400
2012-04-10,7.750000,7.890000,7.450000,7.470000,7.042278,7584100
2012-04-11,7.580000,7.780000,7.540000,7.620000,7.183689,5319100
2012-04-12,7.650000,7.940000,7.640000,7.890000,7.438230,5342300
2012-04-13,7.820000,7.860000,7.700000,7.840000,7.391092,4650000
2012-04-16,7.860000,8.170000,7.850000,8.130000,7.664490,7014600
2012-04-17,8.170000,8.250000,8.040000,8.180000,7.711626,4940500
2012-04-18,8.120000,8.350000,8.100000,8.200000,7.730479,4646400
2012-04-19,8.170000,9.740000,8.170000,9.510000,8.965471,31291800
2012-04-20,9.770000,9.770000,9.090000,9.340000,8.805205,16056100
2012-04-23,9.150000,9.390000,8.950000,9.030000,8.512954,8484300
2012-04-24,9.060000,9.520000,9.060000,9.310000,8.776922,9734800
2012-04-25,9.630000,9.790000,8.990000,9.600000,9.050318,14248900
2012-04-26,9.530000,10.050000,9.420000,9.800000,9.238864,10556800
2012-04-27,9.840000,10.440000,9.640000,10.310000,9.719666,12075900
2012-04-30,10.270000,10.380000,10.190000,10.260000,9.672528,8214700
2012-05-01,10.280000,10.500000,10.140000,10.160000,9.578254,7059400
2012-05-02,10.150000,10.380000,10.060000,10.260000,9.672528,4192500
2012-05-03,10.350000,10.750000,10.210000,10.710000,10.096762,11508500
2012-05-04,10.730000,10.940000,10.650000,10.700000,10.087331,8816800
2012-05-07,10.650000,11.130000,10.650000,11.100000,10.464432,6200000
2012-05-08,11.000000,11.210000,10.950000,11.020000,10.389011,7000900
2012-05-09,10.900000,10.960000,10.570000,10.790000,10.172180,6549600
2012-05-10,10.920000,11.000000,10.720000,10.930000,10.304166,5759600
2012-05-11,10.820000,11.470000,10.810000,11.320000,10.671835,8392100
2012-05-14,11.440000,11.730000,11.240000,11.240000,10.596416,7571500
2012-05-15,11.230000,11.300000,10.900000,11.130000,10.492716,7714900
2012-05-16,11.120000,11.590000,11.120000,11.130000,10.492716,7514900
2012-05-17,11.220000,11.260000,10.040000,10.190000,9.606536,15646000
2012-05-18,10.230000,10.400000,9.650000,10.060000,9.483978,10813400
2012-05-21,10.070000,10.750000,10.070000,10.710000,10.096762,8290100
2012-05-22,10.750000,10.970000,10.530000,10.620000,10.011915,6227400
2012-05-23,10.500000,11.000000,10.280000,11.000000,10.370154,7233000
2012-05-24,11.190000,12.230000,11.130000,12.160000,11.463734,17085400
2012-05-25,12.160000,12.400000,11.960000,12.300000,11.595718,8341300
2012-05-29,12.410000,12.670000,12.220000,12.620000,11.897396,7147600
2012-05-30,12.600000,12.850000,12.460000,12.690000,11.963388,8895400
2012-05-31,12.760000,13.360000,12.510000,13.220000,12.463041,9914700
2012-06-01,13.010000,13.050000,12.340000,12.640000,11.916249,11998500
2012-06-04,12.630000,12.630000,11.120000,11.180000,10.539850,13603800
2012-06-05,11.280000,11.740000,11.180000,11.620000,10.954658,5680300
2012-06-06,11.820000,11.890000,11.580000,11.780000,11.105493,5216300
2012-06-07,11.820000,12.170000,11.280000,11.280000,10.634125,8513300
2012-06-08,11.340000,12.230000,11.180000,12.150000,11.454308,9863800
2012-06-11,12.220000,12.420000,11.350000,11.360000,10.709543,7708500
2012-06-12,11.490000,11.870000,11.330000,11.430000,10.775535,7488200
2012-06-13,11.580000,12.530000,11.500000,11.970000,11.284615,12150700
2012-06-14,12.060000,12.550000,12.050000,12.480000,11.765416,8775200
2012-06-15,12.390000,12.550000,11.900000,12.030000,11.341180,7497600
2012-06-18,12.030000,12.520000,11.830000,12.500000,11.784269,7784900
2012-06-19,12.500000,12.780000,12.240000,12.700000,11.972816,11647400
2012-06-20,12.650000,13.110000,12.450000,13.030000,12.283923,8589200
2012-06-21,13.200000,13.780000,13.200000,13.470000,12.698730,13129800
2012-06-22,13.260000,13.750000,12.840000,13.170000,12.415904,14666900
2012-06-25,13.000000,13.050000,12.570000,12.650000,11.925679,5882000
2012-06-26,12.830000,13.200000,12.780000,12.880000,12.142513,8187700
2012-06-27,12.790000,13.330000,12.620000,13.310000,12.547890,7264900
2012-06-28,13.130000,13.440000,12.780000,13.400000,12.632736,9192300
2012-06-29,13.510000,13.800000,13.210000,13.330000,12.566744,9455200
2012-07-02,13.430000,13.810000,13.340000,13.550000,12.774147,10702300
2012-07-03,13.490000,13.540000,13.020000,13.210000,12.453616,8305000
2012-07-05,13.250000,13.570000,12.880000,13.470000,12.698730,8573800
2012-07-06,13.310000,14.090000,13.310000,13.870000,13.075824,11326900
2012-07-09,13.820000,13.880000,13.270000,13.490000,12.717582,7933800
2012-07-10,13.550000,13.960000,13.360000,13.910000,13.113536,11868900
2012-07-11,13.860000,14.420000,13.850000,14.120000,13.311509,9101100
2012-07-12,13.980000,14.250000,13.700000,13.970000,13.170101,8067800
2012-07-13,14.060000,14.510000,14.060000,14.450000,13.622613,6694600
2012-07-16,14.400000,14.500000,13.990000,14.090000,13.283228,9171500
2012-07-17,14.200000,14.250000,13.840000,14.070000,13.264372,7634500
2012-07-18,14.010000,14.200000,13.200000,13.420000,12.651591,11240100
2012-07-19,13.580000,13.750000,12.430000,12.500000,11.784269,13748800
2012-07-20,12.420000,12.690000,11.870000,12.010000,11.322325,10048400
2012-07-23,11.880000,12.370000,11.540000,12.080000,11.388318,9005300
2012-07-24,12.050000,12.100000,11.370000,11.590000,10.926374,7879600
2012-07-25,12.170000,12.490000,10.960000,11.150000,10.511566,17717800
2012-07-26,11.310000,11.310000,10.590000,11.190000,10.549277,10942700
2012-07-27,11.340000,11.540000,11.140000,11.350000,10.700114,5844700
2012-07-30,11.300000,11.410000,11.070000,11.290000,10.643552,4354100
2012-07-31,11.310000,11.630000,11.160000,11.460000,10.803818,6818400
2012-08-01,11.290000,11.290000,10.760000,10.830000,10.209890,8123600
2012-08-02,10.730000,11.130000,10.610000,10.680000,10.068478,6665600
2012-08-03,10.820000,11.050000,10.720000,10.890000,10.266457,4475200
2012-08-06,10.940000,11.120000,10.800000,10.810000,10.191034,5529000
2012-08-07,10.840000,10.840000,9.740000,9.940000,9.370851,15827900
2012-08-08,9.930000,10.690000,9.810000,10.400000,9.804510,9183300
2012-08-09,10.360000,10.560000,10.010000,10.050000,9.474554,5483200
2012-08-10,10.170000,10.290000,10.040000,10.070000,9.493406,6333900
2012-08-13,10.200000,10.390000,9.950000,10.120000,9.540542,6249800
2012-08-14,10.170000,10.380000,10.040000,10.120000,9.540542,4193700
2012-08-15,10.080000,10.230000,10.060000,10.150000,9.568827,3696700
2012-08-16,10.260000,10.400000,9.900000,9.910000,9.342568,7958300
2012-08-17,9.940000,10.090000,9.900000,10.080000,9.502833,7573800
2012-08-20,10.080000,10.690000,10.070000,10.590000,9.983631,7545600
2012-08-21,10.630000,11.500000,10.630000,11.420000,10.766109,19958800
2012-08-22,11.340000,11.730000,11.210000,11.610000,10.945228,10711700
2012-08-23,11.650000,11.750000,11.000000,11.040000,10.407867,6695000
2012-08-24,11.000000,11.230000,10.900000,11.110000,10.473859,4722300
2012-08-27,11.160000,11.360000,10.930000,11.040000,10.407867,5707100
2012-08-28,10.990000,11.190000,10.740000,10.810000,10.191034,7974300
2012-08-29,10.800000,11.000000,10.410000,10.450000,9.851648,5761100
2012-08-30,10.410000,10.470000,10.100000,10.400000,9.804510,5385700
2012-08-31,10.890000,11.000000,10.530000,10.660000,10.049624,6248300
2012-09-04,10.610000,10.670000,10.220000,10.450000,9.851648,4713400
2012-09-05,10.400000,11.280000,10.390000,11.220000,10.577560,8286800
2012-09-06,10.950000,11.550000,10.950000,11.420000,10.766109,9613800
2012-09-07,11.390000,12.200000,11.330000,12.140000,11.444881,8939100
2012-09-10,12.100000,12.480000,11.890000,12.000000,11.312898,9006400
2012-09-11,11.960000,12.040000,11.530000,11.620000,10.954658,8012700
2012-09-12,11.650000,11.910000,11.580000,11.820000,11.143205,5036100
2012-09-13,11.810000,11.810000,11.200000,11.250000,10.605840,8627500
2012-09-14,11.170000,11.180000,10.490000,10.530000,9.927067,13641000
2012-09-17,10.630000,10.780000,10.190000,10.560000,9.955350,10504800
2012-09-18,10.460000,10.680000,10.200000,10.310000,9.719666,6980600
2012-09-19,10.530000,11.240000,10.470000,10.970000,10.341874,10926500
2012-09-20,10.870000,10.920000,10.660000,10.680000,10.068478,4523100
2012-09-21,10.830000,10.850000,10.550000,10.670000,10.059052,6524500
2012-09-24,10.660000,10.940000,10.350000,10.510000,9.908213,5220900
2012-09-25,10.560000,10.700000,10.280000,10.280000,9.691383,5187200
2012-09-26,10.310000,10.590000,10.310000,10.500000,9.898785,4038400
2012-09-27,10.430000,10.510000,10.260000,10.360000,9.766803,4036000
2012-09-28,10.310000,10.500000,10.150000,10.460000,9.861075,4404600
2012-10-01,10.350000,10.840000,10.320000,10.750000,10.134472,6120000
2012-10-02,10.770000,11.130000,10.640000,10.880000,10.257028,4690000
2012-10-03,11.120000,11.880000,11.070000,11.780000,11.105493,13775400
2012-10-04,11.830000,11.930000,11.550000,11.670000,11.001794,6893400
2012-10-05,11.790000,12.220000,11.610000,11.660000,10.992365,6819600
2012-10-08,11.760000,11.840000,11.520000,11.570000,10.907518,2946500
2012-10-09,11.570000,11.570000,11.140000,11.300000,10.652980,4592900
2012-10-10,11.300000,11.430000,11.070000,11.340000,10.690689,3567500
2012-10-11,11.350000,11.520000,11.010000,11.170000,10.530421,4540700
2012-10-12,11.200000,11.490000,11.130000,11.360000,10.709543,3540300
2012-10-15,11.470000,11.660000,11.290000,11.420000,10.766109,3734800
2012-10-16,11.460000,11.590000,11.330000,11.580000,10.916945,3401000
2012-10-17,11.460000,11.790000,11.250000,11.620000,10.954658,4610600
2012-10-18,11.630000,12.120000,11.600000,11.720000,11.048930,6363500
2012-10-19,11.630000,11.770000,11.330000,11.470000,10.813244,3807900
2012-10-22,11.490000,11.970000,11.450000,11.920000,11.237478,4677500
2012-10-23,11.870000,12.170000,11.610000,12.090000,11.397745,7749700
2012-10-24,12.370000,12.630000,12.090000,12.370000,11.661712,11283300
2012-10-25,12.230000,12.370000,11.890000,11.970000,11.284615,5623700
2012-10-26,12.230000,12.340000,11.780000,11.920000,11.237478,5664500
2012-10-31,11.800000,12.230000,11.550000,12.180000,11.482592,5144500
2012-11-01,12.170000,12.590000,12.060000,12.550000,11.831407,5001800
2012-11-02,12.600000,12.690000,12.380000,12.530000,11.812552,4813500
2012-11-05,12.570000,12.780000,12.530000,12.640000,11.916249,4571300
2012-11-06,12.610000,12.690000,12.500000,12.670000,11.944533,3449100
2012-11-07,12.550000,12.680000,12.180000,12.590000,11.869113,7272000
2012-11-08,12.500000,13.140000,12.460000,13.020000,12.274492,10188000
2012-11-09,12.940000,13.190000,12.530000,12.610000,11.887969,6560000
2012-11-12,12.720000,12.810000,12.280000,12.290000,11.586292,6752100
2012-11-13,12.340000,12.820000,12.280000,12.590000,11.869113,6257900
